user,item,cnt,daytime,weekday,isweekend,homework,weather,country,city
109,750,2.1760912590556813,6,13,15,17,22,97,282
207,2070,2.5477747053878224,1,9,14,17,25,30,100
136,5,2.5276299008713385,6,8,15,17,21,69,214
43,21,1.7481880270062005,2,9,14,17,21,97,100
163,156,0.0,2,11,15,17,21,78,233
328,2071,0.0,1,10,14,17,19,78,233
14,207,1.0791812460476249,2,9,14,17,25,49,175
64,2072,1.6127838567197355,3,11,15,16,24,43,100
182,92,0.6989700043360189,2,7,15,16,22,97,282
470,805,1.9242792860618816,1,9,14,18,19,30,100
284,25,1.5185139398778875,1,7,14,17,25,97,289
252,931,1.146128035678238,2,11,15,18,25,97,258
473,490,0.3010299956639812,4,9,14,17,19,96,173
211,33,1.5563025007672873,3,8,15,17,19,54,181
563,431,0.47712125471966244,5,7,15,17,19,36,122
88,782,1.1760912590556813,2,10,14,17,22,36,125
45,244,0.0,1,8,15,17,19,90,156
88,168,1.4471580313422192,2,7,15,17,19,36,100
156,21,0.3010299956639812,2,11,15,17,19,47,161
273,1571,2.8887409606828927,0,13,15,17,19,53,193
278,21,1.1760912590556813,3,9,14,17,22,97,100
23,25,0.0,0,9,14,16,26,96,100
89,314,0.0,0,13,15,18,19,97,262
72,38,1.0791812460476249,1,9,14,17,26,99,100
268,304,1.1760912590556813,1,12,15,17,19,90,100
400,244,0.9030899869919435,1,8,15,17,19,36,122
61,1776,2.100370545117563,1,12,15,17,24,99,100
343,930,0.47712125471966244,1,13,15,16,24,96,100
422,119,0.0,1,10,14,17,25,97,100
128,230,0.0,0,11,15,17,19,90,151
15,65,0.7781512503836436,1,13,15,17,21,78,233
119,227,0.0,1,11,15,17,19,97,100
123,534,0.0,0,12,15,18,25,96,173
115,5,3.6097011023793995,1,10,14,17,19,37,127
42,9,2.3443922736851106,6,9,14,17,25,90,100
151,3,0.3010299956639812,0,10,14,17,25,69,209
14,11,2.916453948549925,2,9,14,17,19,49,175
381,31,0.47712125471966244,5,9,14,17,19,73,225
92,5,1.9731278535996986,1,11,15,17,25,73,100
264,1240,0.0,3,7,15,17,19,97,100
132,242,0.7781512503836436,3,9,14,17,19,97,275
192,103,1.4313637641589874,0,13,15,17,19,74,229
94,392,2.593286067020457,3,9,14,17,25,56,196
399,21,0.3010299956639812,6,12,15,17,25,30,107
411,434,0.0,1,11,15,17,26,99,100
164,1221,1.591064607026499,6,13,15,16,21,97,100
56,21,1.3222192947339193,4,10,14,17,19,69,220
339,135,0.0,0,10,14,17,21,78,233
67,25,1.7160033436347992,1,13,15,16,25,58,100
91,278,1.591064607026499,6,13,15,16,21,97,100
159,116,0.0,2,12,15,17,19,90,151
130,29,1.1139433523068367,3,10,14,17,26,99,100
277,16,1.6232492903979006,0,7,15,17,26,99,100
121,17,2.060697840353612,5,11,15,16,25,97,100
308,16,0.0,0,7,15,17,26,96,100
136,49,1.591064607026499,5,11,15,17,21,69,220
296,102,0.7781512503836436,1,9,14,17,19,73,225
145,2073,1.8573324964312685,1,8,15,17,19,90,151
469,262,0.0,0,12,15,17,26,99,100
3,155,0.0,1,9,14,17,25,97,282
176,16,1.0,2,11,15,16,19,96,100
91,1025,0.3010299956639812,2,7,15,17,21,97,100
123,534,0.0,4,12,15,16,19,96,173
291,94,2.342422680822206,1,10,14,17,19,97,295
256,16,0.3010299956639812,4,9,14,16,19,90,100
52,40,2.2121876044039577,3,10,14,17,25,96,166
77,16,1.9637878273455553,0,11,15,17,24,39,132
118,66,0.7781512503836436,4,10,14,17,21,97,100
130,2074,0.3010299956639812,1,13,15,17,26,99,100
166,707,0.0,3,11,15,17,26,97,100
141,570,1.0,5,10,14,17,19,65,202
232,78,0.7781512503836436,1,11,15,18,22,97,295
133,180,0.9030899869919435,0,11,15,17,19,90,151
235,21,0.0,0,8,15,17,26,96,167
136,25,1.863322860120456,1,12,15,17,19,69,220
131,349,0.6020599913279624,4,13,15,17,19,97,100
398,198,0.6989700043360189,4,13,15,17,25,85,242
136,16,1.8129133566428555,3,8,15,17,25,69,220
131,26,1.1139433523068367,3,9,14,17,25,97,100
302,5,0.6989700043360189,3,10,14,17,22,90,151
257,88,1.2304489213782739,0,9,14,17,25,80,100
128,54,0.0,0,11,15,17,25,65,202
356,1018,1.8750612633917,1,7,14,16,19,97,100
272,48,0.9542425094393249,6,9,14,17,25,97,100
42,39,0.0,2,9,14,17,25,90,151
513,2075,1.0791812460476249,1,12,15,17,22,53,100
203,264,0.0,1,11,15,17,19,96,172
339,103,1.4913616938342726,0,12,15,17,19,78,233
170,35,0.8450980400142568,0,7,15,16,24,96,173
90,1858,0.9030899869919435,4,7,15,17,22,38,100
267,28,0.3010299956639812,0,12,15,17,19,97,100
18,3,1.0,5,12,15,17,25,97,100
7,2031,0.9542425094393249,1,10,14,17,21,53,192
282,11,1.4313637641589874,2,9,14,17,25,97,265
128,143,0.0,0,8,15,17,25,65,202
355,674,0.0,0,10,14,17,19,78,233
123,9,0.6989700043360189,0,11,15,17,19,96,173
327,446,0.0,3,12,15,17,21,48,100
231,5,0.0,4,9,14,17,26,87,245
4,2076,0.0,4,10,14,17,24,92,126
96,17,0.0,0,9,14,17,26,36,124
488,322,0.0,0,12,15,17,26,99,100
70,111,1.7323937598229686,1,10,14,17,19,97,277
99,451,0.0,1,10,14,17,19,84,241
206,25,1.3010299956639813,1,9,14,17,19,84,240
74,65,1.0791812460476249,4,7,15,17,22,80,238
240,40,1.6812412373755872,1,9,14,17,21,78,233
166,16,1.2041199826559248,4,10,14,17,19,97,100
77,56,1.255272505103306,4,11,15,17,19,39,132
15,14,1.1760912590556813,4,7,15,17,19,78,233
155,288,0.7781512503836436,6,8,15,17,19,60,199
141,39,2.4216039268698313,0,9,14,17,25,65,202
177,9,1.6232492903979006,2,11,15,17,26,97,100
90,333,1.6232492903979006,3,9,14,17,22,38,100
52,260,1.414973347970818,6,7,14,17,19,96,163
7,1030,1.4313637641589874,2,13,15,17,19,53,192
12,16,2.357934847000454,2,10,14,16,21,97,100
18,103,0.0,3,9,14,17,26,97,100
141,16,1.3010299956639813,5,12,15,17,24,65,100
14,21,1.1760912590556813,5,9,14,17,22,49,175
399,2077,0.0,1,7,14,17,25,30,107
218,33,0.0,3,10,14,17,26,97,276
88,45,1.8864907251724818,1,8,15,16,22,36,125
564,5,0.9030899869919435,2,10,14,16,19,58,184
285,16,0.7781512503836436,0,11,15,17,21,36,121
73,25,1.146128035678238,0,9,14,16,19,36,123
88,146,1.255272505103306,2,9,14,17,25,36,125
170,9,0.0,2,12,15,16,25,96,173
6,303,0.6989700043360189,4,11,15,17,19,90,151
70,1305,1.4913616938342726,4,11,15,17,19,97,277
77,5,2.3010299956639813,0,12,15,17,24,39,132
86,16,1.9637878273455553,1,10,14,17,25,97,259
170,25,1.505149978319906,6,11,15,17,25,58,184
3,21,0.0,2,8,15,17,19,97,282
104,490,1.1139433523068367,1,13,15,17,21,97,261
43,43,3.1640552918934515,3,12,15,17,19,97,279
155,25,2.1492191126553797,1,7,14,17,25,60,199
136,105,2.2695129442179165,1,8,15,17,21,69,214
101,25,1.6434526764861874,6,13,15,16,19,42,133
182,716,0.3010299956639812,0,10,14,17,19,97,282
339,33,1.505149978319906,5,13,15,17,19,78,233
86,21,0.9542425094393249,1,13,15,17,19,97,262
466,5,0.0,6,13,15,17,26,99,100
235,25,0.6020599913279624,6,8,15,16,19,96,167
141,16,1.414973347970818,2,12,15,17,22,65,100
59,25,0.6020599913279624,5,8,15,16,25,59,100
8,303,1.041392685158225,0,11,15,17,25,36,120
37,16,1.0791812460476249,0,7,15,17,22,36,119
210,668,0.8450980400142568,4,12,15,17,19,35,100
84,63,1.8260748027008264,0,10,14,17,22,96,173
241,1404,2.184691430817599,1,11,15,16,19,96,100
207,16,3.0770043267933502,0,13,15,17,25,30,107
514,44,0.3010299956639812,1,12,15,17,22,97,100
77,5,2.0492180226701815,2,8,15,17,21,39,132
184,33,1.9242792860618816,2,7,15,17,19,90,151
381,21,0.47712125471966244,2,11,15,18,19,73,225
75,11,0.7781512503836436,4,10,14,17,25,97,263
415,33,0.9030899869919435,0,11,15,17,19,53,100
238,21,0.0,1,10,14,17,25,96,173
305,16,0.8450980400142568,5,8,15,17,19,90,151
30,17,0.7781512503836436,1,13,15,17,25,97,100
190,16,0.9030899869919435,6,7,14,17,25,97,100
195,2078,0.0,0,8,15,17,25,65,202
291,260,1.8195439355418688,1,10,14,16,19,97,295
153,195,0.7781512503836436,2,8,15,17,25,90,151
67,35,1.919078092376074,0,9,14,17,25,58,100
403,296,2.7151673578484576,4,13,15,17,25,47,161
234,21,0.6020599913279624,3,7,15,17,25,30,104
4,102,0.0,4,9,14,17,19,92,126
50,16,2.3729120029701067,2,13,15,17,19,78,233
146,688,2.0293837776852097,2,8,15,17,26,99,100
278,407,1.0,3,7,15,17,22,97,100
37,16,2.164352855784437,4,9,14,17,22,36,119
386,21,0.0,0,8,15,17,25,59,100
88,21,0.0,2,11,15,17,19,36,125
139,309,0.0,0,13,15,17,22,38,130
426,5,0.7781512503836436,0,8,15,17,19,58,100
53,155,0.9542425094393249,2,7,15,17,19,90,151
198,17,1.7993405494535817,1,7,14,17,19,57,182
54,240,0.0,2,7,15,17,25,90,100
22,20,0.3010299956639812,0,11,15,17,19,96,173
252,21,0.6020599913279624,0,13,15,18,26,97,258
267,1145,2.041392685158225,6,13,15,16,25,97,100
469,321,0.0,0,12,15,17,26,99,100
105,16,1.146128035678238,1,13,15,16,22,93,248
170,21,0.7781512503836436,0,9,14,17,25,96,100
49,39,0.47712125471966244,2,12,15,17,25,30,100
157,16,0.47712125471966244,1,12,15,17,19,78,233
141,437,0.3010299956639812,0,12,15,17,19,65,202
7,1614,1.6020599913279625,1,8,15,17,25,53,192
124,16,0.0,6,11,15,17,19,97,100
126,3,0.0,2,9,14,17,26,78,234
105,80,1.0,2,12,15,17,19,93,250
518,25,0.3010299956639812,1,11,15,17,19,97,273
230,2079,1.7781512503836436,2,8,15,17,26,99,100
201,71,0.0,1,10,14,17,25,36,124
339,33,2.5010592622177517,2,12,15,17,19,78,233
105,80,2.255272505103306,0,7,15,16,19,93,248
209,67,1.5563025007672873,2,13,15,17,21,97,100
119,1947,0.0,3,13,15,17,25,97,100
540,3,0.6020599913279624,2,12,15,16,19,96,100
251,405,0.0,1,8,15,17,25,45,148
73,25,0.3010299956639812,4,8,15,16,19,36,123
202,21,1.5563025007672873,0,12,15,17,19,73,225
257,261,1.5314789170422551,3,9,14,17,19,80,100
222,68,0.0,0,8,15,17,25,44,145
236,2080,0.0,1,7,14,17,26,99,100
26,53,1.3010299956639813,6,7,14,18,19,58,100
265,1262,1.380211241711606,4,12,15,17,19,97,100
26,212,0.0,3,7,15,18,19,58,100
79,59,1.8388490907372552,4,11,15,17,19,90,157
42,3,1.414973347970818,1,10,14,17,25,90,100
466,503,1.4471580313422192,6,11,15,17,25,97,255
190,2081,1.8920946026904804,1,13,15,17,19,97,100
238,601,2.075546961392531,0,9,14,17,25,96,173
417,58,0.47712125471966244,6,7,14,17,22,43,144
84,236,0.3010299956639812,2,9,14,17,24,96,173
339,3,2.60422605308447,4,8,15,17,19,78,233
85,0,1.3010299956639813,0,8,15,17,21,96,173
132,771,0.9542425094393249,1,7,14,17,19,97,275
157,1042,0.0,0,10,14,17,25,78,233
273,1571,1.4313637641589874,6,13,15,17,21,53,193
249,33,1.462397997898956,0,13,15,17,26,97,100
177,25,2.1367205671564067,0,11,15,16,25,97,264
60,21,1.6989700043360187,1,9,14,17,26,99,100
79,9,1.2041199826559248,1,11,15,17,25,90,157
302,941,0.0,1,9,14,17,19,90,151
219,1685,2.3944516808262164,3,11,15,16,19,36,100
446,3,0.0,0,8,15,17,19,78,233
15,106,2.401400540781544,1,10,14,17,21,78,233
79,65,2.1583624920952498,0,8,15,16,19,90,100
91,9,1.8512583487190752,1,13,15,16,25,97,100
142,33,2.2695129442179165,2,9,14,17,19,97,263
98,33,2.130333768495006,4,11,15,17,21,78,233
419,600,1.7242758696007892,2,10,14,17,26,99,100
140,2082,0.6020599913279624,0,13,15,16,25,85,100
341,949,0.47712125471966244,3,7,15,17,26,99,100
77,5,0.6020599913279624,3,11,15,17,25,39,132
33,1332,0.0,4,8,15,17,25,44,146
284,25,1.8512583487190752,1,7,14,17,19,97,289
53,321,0.0,1,13,15,17,19,90,151
352,2083,0.0,0,11,15,17,19,53,191
7,1020,0.0,2,10,14,17,21,53,192
208,16,0.3010299956639812,1,7,14,17,19,90,151
105,17,0.0,0,9,14,17,22,93,250
17,25,1.6812412373755872,1,10,14,17,25,36,125
62,5,2.320146286111054,3,9,14,16,19,51,128
87,66,0.0,4,7,15,17,26,97,100
320,5,0.6989700043360189,0,9,14,16,19,90,100
159,205,0.0,4,13,15,17,19,90,151
211,3,2.693726948923647,3,11,15,17,21,54,181
185,136,2.462397997898956,3,10,14,17,19,78,233
359,9,0.9542425094393249,4,11,15,17,19,30,103
32,21,1.2787536009528289,2,11,15,18,25,90,153
107,25,1.3617278360175928,0,13,15,16,22,48,136
85,102,1.380211241711606,0,12,15,17,21,96,173
265,1016,0.0,0,10,14,17,25,97,100
79,259,0.9030899869919435,1,8,15,17,21,90,100
43,57,1.4771212547196624,2,7,15,17,21,97,279
363,270,0.0,4,10,14,16,19,96,100
244,5,2.130333768495006,0,7,15,17,19,90,151
240,103,1.7781512503836436,4,8,15,17,21,78,233
32,27,1.1760912590556813,1,7,14,16,26,90,153
218,569,0.0,1,13,15,17,19,97,276
26,5,2.8488047010518036,2,13,15,17,19,58,100
263,641,1.4771212547196624,5,7,15,17,19,97,100
79,25,1.7242758696007892,1,9,14,17,19,90,100
221,193,0.9542425094393249,0,8,15,17,25,52,100
33,10,0.0,3,7,15,17,21,44,146
3,195,2.0569048513364727,2,11,15,17,25,97,282
151,33,1.3222192947339193,5,7,15,17,19,69,209
14,317,1.9912260756924949,1,11,15,17,22,49,175
280,267,2.5440680443502757,0,11,15,17,19,97,100
76,249,1.1139433523068367,2,7,15,17,22,97,100
125,0,1.0,2,12,15,18,19,48,100
426,97,1.9242792860618816,2,10,14,17,19,58,100
209,21,1.0791812460476249,2,12,15,17,21,97,100
218,33,0.3010299956639812,3,10,14,17,19,97,276
4,332,0.47712125471966244,4,13,15,18,26,92,126
200,3,0.6989700043360189,4,10,14,17,19,34,113
128,570,0.0,0,11,15,17,21,65,202
190,325,1.6901960800285136,0,13,15,17,25,97,100
4,155,2.5888317255942073,2,13,15,18,24,92,126
267,1149,1.380211241711606,1,8,15,17,24,97,100
96,78,0.0,0,9,14,16,26,36,124
34,29,2.3010299956639813,1,7,14,17,21,96,100
166,5,2.089905111439398,4,12,15,17,21,97,292
48,5,1.0791812460476249,0,13,15,18,19,90,151
49,935,0.6989700043360189,3,11,15,16,25,30,100
43,57,2.863322860120456,4,11,15,17,25,97,100
132,99,1.9294189257142929,5,7,15,18,25,97,100
85,0,1.0,0,8,15,17,22,96,173
283,65,1.1139433523068367,0,7,15,16,22,97,100
12,410,1.7634279935629373,4,9,14,16,25,97,100
271,79,0.0,2,11,15,17,19,90,100
79,235,1.505149978319906,5,13,15,16,19,90,100
25,796,1.6812412373755872,6,13,15,17,19,80,100
282,65,1.2787536009528289,0,10,14,17,22,97,265
59,25,0.0,4,9,14,17,26,59,100
248,80,0.6020599913279624,6,11,15,17,19,90,157
178,59,0.9542425094393249,2,8,15,17,19,90,151
84,988,1.505149978319906,1,12,15,17,25,96,173
379,167,0.9030899869919435,0,8,15,17,24,65,100
73,25,0.6989700043360189,3,8,15,16,19,36,123
107,1933,1.7781512503836436,2,10,14,16,19,48,136
222,337,2.5550944485783194,4,12,15,17,25,44,145
149,472,0.3010299956639812,6,12,15,17,19,30,100
44,5,1.3010299956639813,2,11,15,18,21,90,100
67,102,0.6989700043360189,1,8,15,17,19,58,184
14,21,2.0492180226701815,6,8,15,17,25,49,175
201,39,0.0,3,8,15,17,25,36,124
208,9,0.8450980400142568,3,8,15,16,19,90,151
3,510,0.47712125471966244,6,9,14,17,19,97,282
49,21,0.6020599913279624,0,8,15,16,19,30,100
209,283,0.0,2,12,15,17,19,97,100
581,25,0.9542425094393249,2,9,14,17,25,97,286
178,17,1.4471580313422192,0,9,14,17,19,90,151
77,5,2.2329961103921536,0,8,15,17,19,39,132
339,16,3.5899496013257077,1,10,14,17,19,78,233
146,16,0.9030899869919435,2,10,14,17,26,99,100
134,16,0.3010299956639812,2,13,15,17,19,66,207
13,103,1.1139433523068367,2,11,15,17,25,96,100
12,124,0.0,4,13,15,16,19,97,100
285,9,0.7781512503836436,1,13,15,17,19,36,121
90,5,0.3010299956639812,0,10,14,17,24,38,100
268,21,0.0,0,7,15,17,26,90,100
58,3,1.462397997898956,2,10,14,17,19,31,102
152,16,2.694605198933569,6,11,15,17,19,96,165
291,610,0.7781512503836436,1,7,14,16,22,97,295
9,26,0.0,3,7,15,17,26,99,100
20,16,0.9030899869919435,3,11,15,17,19,65,100
7,2031,2.089905111439398,1,10,14,17,19,53,192
67,35,1.5314789170422551,1,7,14,17,19,58,100
54,42,2.2695129442179165,6,9,14,17,26,99,100
572,16,0.0,4,7,15,16,25,61,100
326,48,0.47712125471966244,4,10,14,17,25,97,289
185,207,0.0,3,11,15,17,25,78,233
7,321,0.0,2,11,15,17,19,53,192
315,21,0.6020599913279624,4,7,15,17,19,97,100
84,1566,0.3010299956639812,1,13,15,17,22,96,173
60,240,1.4771212547196624,6,7,14,17,26,99,100
22,20,1.4771212547196624,2,8,15,18,19,96,173
254,620,0.0,0,12,15,17,26,99,100
376,11,0.0,2,7,15,16,22,89,299
174,698,0.7781512503836436,2,12,15,17,26,99,100
136,25,0.6020599913279624,3,9,14,17,25,69,220
25,89,1.6812412373755872,0,7,15,17,25,80,100
67,35,0.0,4,11,15,17,25,58,184
90,333,0.9542425094393249,2,10,14,16,22,38,100
70,16,1.5185139398778875,2,9,14,16,26,97,277
96,2084,1.9777236052888478,1,7,14,16,21,36,124
346,2085,0.3010299956639812,4,8,15,17,26,79,235
178,550,0.9542425094393249,2,9,14,17,19,90,151
348,65,2.369215857410143,4,13,15,17,26,99,100
13,20,0.9542425094393249,2,8,15,17,19,96,100
4,21,0.6020599913279624,3,8,15,17,24,92,126
59,390,1.7634279935629373,4,13,15,16,25,59,100
197,323,0.6989700043360189,2,11,15,17,26,96,173
161,16,0.9030899869919435,4,13,15,18,19,90,151
88,17,2.0791812460476247,2,9,14,17,25,36,119
297,442,0.0,4,7,15,17,25,97,269
282,16,2.1760912590556813,1,11,15,17,25,97,265
12,25,2.255272505103306,3,9,14,16,25,97,100
70,65,1.1139433523068367,4,8,15,17,19,97,277
79,25,0.0,0,11,15,16,21,90,100
159,31,0.0,2,7,15,17,19,90,151
500,1229,0.47712125471966244,0,10,14,17,25,30,108
84,559,0.0,2,9,14,17,25,96,173
362,5,0.47712125471966244,0,7,15,17,26,99,100
107,42,0.3010299956639812,6,9,14,17,26,48,136
216,1273,0.0,1,10,14,17,19,69,213
237,9,0.3010299956639812,1,12,15,17,25,97,100
336,377,0.3010299956639812,2,13,15,16,21,96,173
172,21,0.0,5,13,15,16,25,58,184
256,16,0.7781512503836436,0,10,14,16,19,90,100
90,17,0.7781512503836436,0,8,15,17,22,38,100
79,102,1.5797835966168101,1,7,14,17,25,90,100
292,1540,0.7781512503836436,3,12,15,18,25,96,165
55,2086,0.0,2,9,14,17,26,97,100
50,16,1.8976270912904414,3,8,15,17,19,78,233
343,33,0.6020599913279624,6,10,14,17,21,96,100
108,20,2.4771212547196626,6,7,14,17,25,97,262
180,38,1.4771212547196624,4,12,15,17,26,99,100
123,534,0.0,1,7,14,18,19,96,173
209,78,2.8767949762007006,0,12,15,17,25,97,100
73,25,0.8450980400142568,0,9,14,18,24,36,123
244,16,0.0,2,13,15,16,26,90,151
209,78,2.1335389083702174,2,7,15,17,25,97,100
131,28,1.041392685158225,0,7,15,17,26,97,100
140,405,0.0,3,12,15,16,25,85,100
17,16,0.7781512503836436,3,11,15,17,19,36,125
62,17,0.7781512503836436,4,7,15,16,25,51,128
26,39,0.7781512503836436,1,7,14,18,25,58,100
50,787,0.3010299956639812,3,8,15,17,25,78,233
222,31,0.0,0,8,15,17,25,44,145
33,1316,0.0,4,8,15,17,22,44,146
296,9,0.6020599913279624,6,10,14,17,19,73,225
96,593,1.1139433523068367,3,7,15,16,19,36,124
197,169,0.6020599913279624,6,12,15,17,22,96,173
77,31,0.0,0,10,14,17,25,39,132
163,726,0.0,2,11,15,17,19,78,233
239,40,0.6989700043360189,3,12,15,17,25,97,100
96,8,1.4771212547196624,4,13,15,17,19,36,124
403,21,2.515873843711679,4,13,15,17,19,47,161
263,2087,1.7558748556724915,0,12,15,17,26,99,100
212,819,0.0,3,8,15,17,23,97,100
162,3,1.041392685158225,1,12,15,17,26,99,100
265,574,1.662757831681574,1,8,15,17,19,97,100
205,16,1.0,2,12,15,17,19,57,182
197,169,1.414973347970818,1,11,15,17,26,96,173
98,501,1.6812412373755872,4,7,15,17,19,78,233
64,200,1.7781512503836436,1,11,15,16,19,43,100
42,592,0.0,0,8,15,17,25,65,202
381,21,1.146128035678238,0,11,15,18,19,73,225
133,39,0.0,3,7,15,16,25,90,151
8,1263,0.9542425094393249,2,11,15,16,25,36,120
10,1056,0.6020599913279624,2,9,14,17,19,90,153
284,797,1.041392685158225,6,7,14,17,26,97,289
77,25,1.5797835966168101,3,12,15,17,19,39,132
163,79,0.0,2,11,15,17,19,78,233
209,16,1.5563025007672873,2,12,15,17,21,97,100
49,1027,0.9542425094393249,2,9,14,17,19,30,107
134,21,1.0,1,13,15,17,25,97,268
45,106,1.5797835966168101,0,10,14,17,19,90,100
187,21,0.0,0,12,15,18,26,90,151
263,641,1.2787536009528289,0,11,15,17,19,97,100
119,716,0.0,1,11,15,17,19,97,100
84,93,0.0,2,9,14,17,26,96,173
85,175,1.0,2,12,15,17,24,96,173
107,11,1.2787536009528289,6,7,14,17,19,48,136
70,16,2.56702636615906,3,9,14,17,19,97,277
4,1073,1.4471580313422192,0,13,15,18,24,92,126
115,5,0.9030899869919435,0,7,15,17,19,37,127
33,49,0.0,4,8,15,17,21,44,146
280,267,1.255272505103306,5,7,15,17,25,97,100
16,1022,0.0,0,7,15,16,26,36,122
182,3,1.0791812460476249,6,8,15,16,25,97,282
235,25,0.6020599913279624,1,13,15,16,19,96,167
175,16,1.7781512503836436,2,10,14,17,25,96,100
79,1258,1.845098040014257,0,9,14,16,19,90,100
387,21,0.47712125471966244,0,7,15,17,25,58,184
349,2088,1.0791812460476249,1,10,14,17,19,97,100
105,59,1.8976270912904414,5,7,15,16,19,93,248
55,92,2.510545010206612,6,8,15,17,25,97,100
174,285,0.3010299956639812,3,9,14,17,26,99,100
273,1571,1.5797835966168101,1,13,15,17,21,53,193
44,11,3.288696260590256,2,11,15,18,19,90,100
506,322,0.0,4,9,14,17,19,96,100
96,1233,1.8512583487190752,3,9,14,16,21,36,124
206,54,0.0,4,12,15,17,19,84,240
152,1731,0.47712125471966244,4,13,15,17,25,96,165
107,25,1.380211241711606,6,11,15,16,19,48,136
170,35,1.2041199826559248,4,9,14,17,19,96,173
282,26,3.056142262059052,3,9,14,17,19,97,265
170,35,1.5797835966168101,0,12,15,16,19,96,173
136,1468,1.9542425094393248,0,12,15,17,19,69,220
181,346,0.47712125471966244,3,13,15,17,22,97,100
23,368,0.0,1,7,14,17,19,96,100
92,39,0.0,4,7,15,17,26,73,100
152,74,2.403120521175818,0,11,15,17,21,96,165
121,2089,0.3010299956639812,4,9,14,16,25,97,100
167,189,1.380211241711606,0,10,14,17,25,97,256
273,1571,1.2041199826559248,6,13,15,17,26,53,193
308,136,1.3010299956639813,2,9,14,17,19,96,100
199,102,0.3010299956639812,3,8,15,17,19,90,151
240,5,1.6232492903979006,0,11,15,17,21,78,233
327,2090,0.0,3,12,15,17,21,48,100
164,269,0.0,2,11,15,16,22,97,100
39,21,1.414973347970818,2,13,15,18,22,97,284
4,1433,0.3010299956639812,3,9,14,17,19,92,126
119,303,0.0,1,11,15,17,19,97,100
38,33,1.3222192947339193,5,8,15,18,22,97,259
84,20,0.0,2,9,14,17,24,96,173
402,5,0.9030899869919435,3,12,15,17,26,99,100
383,1232,0.0,1,8,15,17,19,97,261
230,987,1.0,4,10,14,17,26,99,100
71,9,0.0,2,8,15,17,26,99,100
1,17,1.9590413923210936,1,10,14,17,19,90,151
10,35,1.462397997898956,1,12,15,17,26,99,100
136,49,1.8195439355418688,5,8,15,17,21,69,220
12,44,0.3010299956639812,0,13,15,17,19,97,100
27,25,2.161368002234975,0,9,14,16,19,32,100
48,5,1.9294189257142929,5,8,15,17,25,90,151
283,1703,0.47712125471966244,1,11,15,16,19,97,100
483,138,0.0,2,8,15,17,19,90,157
154,383,0.0,6,10,14,16,19,90,151
186,774,2.1789769472931693,1,13,15,16,19,97,100
169,309,1.6812412373755872,0,10,14,17,22,60,199
300,54,0.3010299956639812,2,7,15,17,19,97,100
55,92,1.146128035678238,4,9,14,17,26,97,100
267,1149,0.6989700043360189,2,11,15,16,25,97,100
97,138,0.0,0,10,14,17,19,78,233
95,39,0.0,6,13,15,17,20,36,100
133,16,2.1931245983544616,0,7,15,17,25,90,151
406,103,0.7781512503836436,2,9,14,17,19,36,122
265,25,1.9493900066449128,5,12,15,17,25,97,100
31,21,2.3384564936046046,4,13,15,18,19,90,151
74,53,2.27415784926368,0,13,15,16,25,80,238
8,1179,0.9030899869919435,4,8,15,16,19,36,120
209,185,1.9138138523837167,2,13,15,17,19,97,100
289,207,0.0,4,8,15,17,26,99,100
10,39,1.4771212547196624,6,7,14,17,19,90,151
227,17,0.6020599913279624,1,8,15,17,26,99,100
263,25,0.9542425094393249,6,10,14,17,25,97,100
488,1242,0.0,0,12,15,17,26,99,100
285,94,0.6989700043360189,4,10,14,17,19,36,121
43,110,0.3010299956639812,2,9,14,17,22,97,100
49,102,1.146128035678238,1,9,14,16,19,30,100
262,114,1.462397997898956,2,12,15,18,19,90,151
136,40,1.3010299956639813,0,13,15,17,21,69,214
43,3,0.9030899869919435,1,13,15,17,25,97,100
309,2091,1.3617278360175928,6,9,14,17,19,97,286
562,89,0.0,4,10,14,17,19,46,100
77,65,1.845098040014257,1,13,15,17,19,39,132
332,539,0.0,3,10,14,17,25,97,100
170,33,0.6020599913279624,4,10,14,17,19,58,184
202,310,0.0,2,10,14,17,19,73,225
291,1026,3.2357808703275603,2,9,14,16,19,97,295
281,16,1.1139433523068367,2,10,14,17,26,99,100
249,33,0.9030899869919435,5,13,15,17,26,97,100
87,1494,1.0,2,12,15,17,25,97,100
512,20,0.0,4,9,14,16,19,48,100
246,2092,0.8450980400142568,3,11,15,17,25,97,263
582,25,0.0,4,10,14,16,19,97,100
281,25,2.3344537511509307,2,7,15,17,26,99,100
210,25,1.380211241711606,2,7,15,16,19,92,126
59,9,1.380211241711606,6,11,15,17,25,59,198
86,25,2.8692317197309762,2,11,15,17,25,97,259
282,25,0.47712125471966244,6,12,15,17,19,97,265
185,54,1.1760912590556813,2,8,15,17,19,78,233
164,749,1.4771212547196624,3,10,14,16,19,97,100
166,16,1.5797835966168101,1,7,14,17,25,97,100
238,17,0.47712125471966244,6,8,15,18,22,96,173
4,115,1.505149978319906,0,9,14,17,24,92,126
175,17,1.146128035678238,6,10,14,17,19,96,100
107,16,1.3979400086720377,1,7,14,16,19,48,136
275,14,1.6334684555795866,1,11,15,17,19,96,173
430,237,1.3222192947339193,0,10,14,17,25,29,100
32,59,1.4471580313422192,3,9,14,16,19,90,153
554,38,0.7781512503836436,1,12,15,17,26,99,100
170,35,1.0,2,12,15,16,25,96,173
33,156,0.0,3,7,15,17,25,44,146
148,226,2.2380461031287955,4,13,15,17,19,36,100
