item,category,downloads,language,price,rating
1151,27,34,57,76,81
1152,21,37,56,76,79
1153,10,42,56,76,79
1154,8,42,56,76,79
1155,31,47,74,78,82
1156,11,42,56,76,81
1157,10,45,56,76,81
1158,10,32,56,76,80
1159,17,34,56,76,79
1160,12,32,56,76,79
1161,0,32,56,76,79
1162,5,32,56,76,79
1163,17,32,56,76,79
1164,27,37,56,76,79
1165,31,47,74,78,82
1166,25,42,56,76,81
1167,15,34,56,76,80
1168,5,32,56,76,79
1169,0,40,56,77,79
1170,31,47,74,78,82
1171,17,37,56,76,79
1172,4,32,56,76,79
1173,27,32,56,76,81
1174,20,40,56,76,81
1175,10,34,56,76,79
1176,11,41,56,76,79
1177,8,32,56,76,81
1178,10,41,56,76,80
1179,25,32,56,76,79
1180,19,45,56,76,79
1181,31,47,74,78,82
1182,4,41,56,76,79
1183,27,32,56,76,81
1184,27,34,56,76,81
1185,0,32,56,76,79
1186,27,32,56,76,79
1187,31,47,74,78,82
1188,12,32,56,76,79
1189,15,45,56,76,80
1190,31,47,74,78,82
1191,28,42,56,76,81
1192,14,37,56,76,79
1193,31,47,74,78,82
1194,6,45,56,76,79
1195,10,32,56,76,81
1196,0,45,56,77,80
1197,9,37,56,76,79
1198,31,47,74,78,82
1199,26,45,56,76,79
1200,31,47,74,78,82
1201,23,37,56,76,79
1202,27,37,56,77,79
1203,17,34,56,76,79
1204,27,45,56,76,79
1205,27,34,56,76,79
1206,31,47,74,78,82
1207,0,32,56,76,81
1208,29,41,56,76,79
1209,31,47,74,78,82
1210,8,32,56,76,79
1211,23,32,57,76,79
1212,0,42,56,77,79
1213,27,36,56,76,79
1214,28,42,56,76,80
1215,18,42,56,76,79
1216,22,45,56,76,79
1217,27,40,56,76,79
1218,4,37,56,76,80
1219,1,32,56,76,79
1220,21,36,56,76,79
1221,9,37,56,76,81
1222,21,37,56,76,79
1223,17,41,56,76,79
1224,15,32,56,76,79
1225,14,37,56,76,80
1226,14,40,56,76,81
1227,19,37,56,76,81
1228,31,47,74,78,82
1229,25,34,56,76,80
1230,17,37,56,76,81
1231,8,37,56,76,80
1232,19,42,56,76,79
1233,0,32,56,76,79
1234,31,47,74,78,82
1235,27,34,56,77,79
1236,21,37,56,76,80
1237,0,32,56,76,79
1238,28,34,56,76,80
1239,0,45,56,76,81
1240,27,32,56,76,79
1241,29,40,56,76,79
1242,31,47,74,78,82
1243,27,40,56,76,79
1244,11,32,56,76,79
1245,9,34,56,76,79
1246,19,40,56,77,79
1247,27,37,56,76,79
1248,27,36,56,76,80
1249,20,37,56,76,81
1250,29,45,56,76,81
1251,24,42,56,76,81
1252,27,42,56,76,79
1253,6,36,56,76,79
1254,8,45,56,76,79
1255,21,41,56,76,79
1256,21,36,56,76,79
1257,10,40,56,76,79
1258,18,37,57,76,81
1259,23,32,56,76,81
1260,21,45,56,76,79
1261,20,40,56,76,81
1262,17,41,56,76,79
1263,5,32,56,76,81
1264,23,42,56,76,79
1265,24,37,56,76,81
1266,10,37,56,76,79
1267,31,47,74,78,82
1268,27,37,75,76,81
1269,18,32,56,76,80
1270,8,45,57,76,80
1271,15,37,56,77,79
1272,22,42,56,76,79
1273,31,47,74,78,82
1274,3,32,56,76,79
1275,21,32,56,76,79
1276,27,36,56,76,79
1277,27,37,57,76,80
1278,8,34,56,76,80
1279,31,47,74,78,82
1280,22,37,56,76,79
1281,27,45,56,76,79
1282,18,34,65,76,81
1283,31,47,74,78,82
1284,27,32,56,76,79
1285,14,42,56,76,79
1286,27,37,56,76,79
1287,29,32,56,76,81
1288,5,37,56,76,81
1289,5,37,56,76,79
1290,5,36,56,76,79
1291,27,34,56,76,80
1292,27,40,56,76,79
1293,18,34,56,76,80
1294,31,47,74,78,82
1295,27,34,56,76,81
1296,3,37,56,76,79
1297,31,47,74,78,82
1298,20,40,56,76,79
1299,5,34,56,76,79
1300,8,34,56,76,81
1301,4,45,56,76,80
1302,26,45,56,76,79
1303,8,36,56,76,79
1304,9,42,56,76,80
1305,21,32,56,76,79
1306,31,47,74,78,82
1307,11,45,56,76,79
1308,31,47,74,78,82
1309,24,40,56,77,79
1310,21,40,56,76,79
1311,15,32,56,76,81
1312,14,34,56,76,79
1313,27,37,56,76,80
1314,15,37,56,76,79
1315,15,45,56,76,81
1316,0,41,56,76,81
1317,31,47,74,78,82
1318,9,32,56,76,79
1319,9,34,56,76,81
1320,11,34,56,76,81
1321,8,40,56,76,79
1322,26,37,56,77,81
1323,31,47,74,78,82
1324,27,32,56,76,80
1325,8,42,56,76,80
1326,31,47,74,78,82
1327,12,37,56,76,80
1328,17,32,56,76,81
1329,31,47,74,78,82
1330,14,34,56,76,81
1331,18,37,56,76,81
1332,27,41,56,76,79
1333,3,37,56,76,79
1334,10,34,56,76,81
1335,30,32,56,76,81
1336,20,45,56,76,80
1337,24,32,56,76,81
1338,0,32,56,76,79
1339,10,37,56,76,81
1340,6,36,56,76,79
1341,8,37,56,76,81
1342,21,37,56,76,79
1343,29,37,56,76,79
1344,20,37,56,76,81
1345,28,32,62,76,81
1346,10,34,62,76,80
1347,29,37,56,76,80
1348,4,37,56,77,81
1349,20,32,56,76,79
1350,9,42,56,76,79
1351,6,34,56,76,79
1352,21,34,56,76,81
1353,11,45,56,76,81
1354,27,34,56,76,81
1355,10,37,56,76,80
1356,27,42,56,76,79
1357,10,36,56,76,79
1358,12,41,56,76,79
1359,14,34,56,76,81
1360,10,42,58,76,80
1361,24,34,56,76,80
1362,6,42,56,76,81
1363,12,45,56,76,79
1364,24,45,56,76,80
1365,3,37,56,76,79
1366,31,47,74,78,82
1367,6,34,56,76,81
1368,31,47,74,78,82
1369,0,37,56,76,79
1370,8,32,56,76,79
1371,19,37,56,76,79
1372,27,39,56,76,81
1373,18,32,56,76,79
1374,27,37,56,76,80
1375,10,34,56,76,80
1376,22,32,56,76,81
1377,31,47,74,78,82
1378,27,40,56,76,80
1379,19,34,56,76,79
1380,9,32,56,76,79
1381,22,36,56,76,79
1382,30,36,56,76,79
1383,23,32,56,76,79
1384,18,34,56,77,81
1385,27,40,56,76,79
1386,27,34,56,76,79
1387,24,42,56,76,80
1388,19,34,56,76,81
1389,0,32,56,76,79
1390,14,32,56,76,80
1391,10,32,56,76,79
1392,20,41,56,76,79
1393,23,45,56,76,79
1394,3,36,56,76,79
1395,9,45,56,76,79
1396,24,40,56,77,81
1397,18,45,56,76,79
1398,12,32,56,76,79
1399,31,47,74,78,82
1400,31,47,74,78,82
1401,30,37,54,76,79
1402,30,32,56,76,79
1403,31,47,74,78,82
1404,3,40,56,76,79
1405,4,41,56,76,79
1406,0,34,56,76,79
1407,3,37,56,77,79
1408,6,45,56,76,79
1409,18,42,62,76,79
1410,8,32,56,76,79
1411,22,37,56,76,81
1412,10,42,62,76,79
1413,24,40,56,76,80
1414,16,34,56,76,81
1415,24,40,56,76,81
1416,12,42,56,76,79
1417,15,42,56,77,79
1418,27,40,56,76,81
1419,27,34,56,77,79
1420,30,32,56,76,81
1421,31,47,74,78,82
1422,0,34,56,77,79
1423,23,32,65,76,79
1424,6,45,56,76,81
1425,10,37,56,76,79
1426,20,34,56,76,79
1427,25,45,56,76,81
1428,14,37,56,76,79
1429,30,45,56,76,79
1430,26,34,56,76,79
1431,29,34,56,77,79
1432,0,40,56,76,81
1433,31,47,74,78,82
1434,27,32,56,76,79
1435,17,41,56,76,81
1436,31,47,74,78,82
1437,27,32,56,76,79
1438,31,47,74,78,82
1439,19,34,56,76,79
1440,27,42,58,76,81
1441,28,42,70,76,79
1442,29,45,56,76,81
1443,15,32,56,76,81
1444,31,47,74,78,82
1445,11,37,56,76,81
1446,27,34,56,76,79
1447,11,45,56,76,79
1448,27,40,56,76,79
1449,24,41,56,76,81
1450,31,47,74,78,82
1451,31,47,74,78,82
1452,31,47,74,78,82
1453,19,32,56,76,79
1454,31,47,74,78,82
1455,18,34,56,76,79
1456,0,37,56,76,81
1457,14,40,56,76,81
1458,27,41,56,76,79
1459,27,37,56,76,79
1460,29,37,56,76,80
1461,3,45,56,76,79
1462,27,37,56,76,79
1463,24,34,73,76,79
1464,27,37,56,76,79
1465,21,45,56,76,79
1466,31,47,74,78,82
1467,31,47,74,78,82
1468,28,37,57,76,81
1469,29,45,56,76,79
1470,0,34,56,76,81
1471,14,34,56,76,81
1472,25,32,56,76,79
1473,31,47,74,78,82
1474,18,34,56,76,81
1475,31,47,74,78,82
1476,10,36,56,76,79
1477,27,34,56,76,79
1478,27,40,57,76,81
1479,27,37,56,76,79
1480,14,34,65,76,81
1481,1,41,56,76,79
1482,29,35,56,76,80
1483,18,40,56,76,79
1484,11,34,56,76,79
1485,11,34,56,76,79
1486,18,34,56,77,81
1487,9,34,56,76,79
1488,27,37,56,76,79
1489,31,47,74,78,82
1490,3,45,56,77,79
1491,17,34,56,77,81
1492,10,37,57,76,81
1493,29,37,56,76,81
1494,31,47,74,78,82
1495,6,41,56,76,79
1496,20,32,56,76,79
1497,15,37,56,76,79
1498,15,41,56,76,79
1499,10,34,56,76,79
1500,25,37,59,76,80
1501,21,37,56,76,79
1502,21,45,56,76,79
1503,31,47,74,78,82
1504,10,37,56,76,80
1505,29,36,56,76,79
1506,11,37,56,76,79
1507,8,32,56,76,81
1508,3,37,56,76,81
1509,18,34,56,76,80
1510,0,32,56,76,79
1511,27,37,56,76,81
1512,31,47,74,78,82
1513,8,32,56,76,81
1514,14,37,56,76,80
1515,4,34,56,77,81
1516,31,47,74,78,82
1517,29,37,56,76,80
1518,3,34,56,76,79
1519,21,40,56,76,79
1520,15,34,56,77,79
1521,8,36,56,76,81
1522,27,34,56,76,79
1523,6,42,56,76,79
1524,27,34,56,76,81
1525,15,36,56,76,79
1526,6,37,63,76,79
1527,24,32,56,76,80
1528,27,37,56,76,79
1529,0,45,56,77,79
1530,14,40,56,76,79
1531,24,37,56,76,81
1532,27,36,56,76,79
1533,3,34,56,76,81
1534,11,34,57,76,81
1535,24,37,56,76,81
1536,6,41,56,76,79
1537,27,32,56,76,79
1538,8,41,56,76,79
1539,0,32,63,76,79
1540,31,47,74,78,82
1541,0,40,56,76,81
1542,8,42,56,76,81
1543,19,34,56,76,79
1544,29,42,56,76,79
1545,31,47,74,78,82
1546,27,36,56,76,79
1547,0,45,56,76,79
1548,18,45,56,76,81
1549,3,34,56,76,79
1550,27,37,56,76,79
1551,12,42,56,76,80
1552,15,37,56,76,79
1553,21,37,56,77,79
1554,31,47,74,78,82
1555,25,37,59,76,80
1556,12,42,56,76,79
1557,24,32,63,76,80
1558,17,32,56,76,81
1559,31,47,74,78,82
1560,6,41,56,76,81
1561,21,34,56,76,79
1562,29,42,56,76,79
1563,1,42,56,76,81
1564,25,32,56,76,80
1565,20,36,56,76,81
1566,18,40,56,76,79
1567,18,34,57,76,80
1568,18,37,56,76,79
1569,5,32,56,76,79
1570,11,34,48,76,79
1571,27,32,56,76,79
1572,27,37,56,76,80
1573,1,36,56,76,79
1574,0,32,56,76,79
1575,17,32,56,76,81
1576,21,34,56,76,79
1577,31,47,74,78,82
1578,22,42,56,76,81
1579,27,36,56,76,79
1580,18,42,56,76,81
1581,31,47,74,78,82
1582,18,32,62,76,81
1583,31,47,74,78,82
1584,31,47,74,78,82
1585,21,45,56,76,79
1586,8,37,56,76,79
1587,21,42,56,77,79
1588,3,42,56,76,79
1589,25,32,56,76,81
1590,21,37,56,76,79
1591,27,37,56,76,79
1592,15,37,56,76,81
1593,0,32,56,76,80
1594,11,42,56,76,79
1595,8,42,56,76,79
1596,19,37,56,76,79
1597,21,34,56,76,80
1598,27,41,56,76,80
1599,3,32,56,76,79
1600,27,40,56,76,79
1601,12,34,56,76,81
1602,31,47,74,78,82
1603,23,41,56,76,81
1604,6,37,56,76,81
1605,8,32,56,76,79
1606,31,47,74,78,82
1607,8,32,56,76,79
1608,3,32,56,76,79
1609,17,36,56,76,79
1610,9,42,56,76,79
1611,27,34,56,76,79
1612,23,45,54,76,79
1613,31,47,74,78,82
1614,21,34,56,76,79
1615,31,47,74,78,82
1616,25,32,56,76,81
1617,10,36,56,76,79
1618,15,32,56,76,79
1619,4,34,53,76,80
1620,28,32,62,76,81
1621,20,36,56,76,79
1622,19,45,56,77,79
1623,11,34,56,76,81
1624,11,34,56,77,79
1625,3,45,56,76,79
1626,30,34,56,77,79
1627,27,37,56,76,79
1628,14,37,56,76,81
1629,27,42,56,76,79
1630,6,37,56,76,81
1631,0,32,56,76,81
1632,27,41,56,76,79
1633,9,32,56,76,79
1634,27,37,56,76,80
1635,23,32,56,76,81
1636,31,47,74,78,82
1637,25,37,48,76,81
1638,22,34,56,76,81
1639,8,42,56,76,79
1640,21,32,56,76,79
1641,17,36,56,76,80
1642,10,34,56,76,81
1643,27,42,56,76,79
1644,31,47,74,78,82
1645,20,36,56,76,79
1646,8,37,56,76,81
1647,8,32,56,76,79
1648,23,45,56,76,80
1649,3,34,56,77,79
1650,8,32,56,76,81
1651,1,45,56,76,81
1652,31,47,74,78,82
1653,27,37,56,76,79
1654,0,37,56,76,81
1655,31,47,74,78,82
1656,9,40,56,76,79
1657,3,34,56,76,79
1658,5,45,56,76,79
1659,22,34,56,76,81
1660,18,32,56,76,81
1661,10,34,56,76,81
1662,3,36,56,76,79
1663,31,47,74,78,82
1664,3,32,56,77,81
1665,27,32,56,76,79
1666,11,34,56,76,79
1667,24,32,56,76,79
1668,19,32,56,76,79
1669,29,36,56,76,80
1670,3,34,56,76,79
1671,31,47,74,78,82
1672,27,32,56,76,79
1673,8,37,56,76,81
1674,27,41,56,76,79
1675,29,45,56,76,81
1676,6,45,56,76,81
1677,23,45,66,76,81
1678,3,40,56,76,81
1679,14,37,57,76,79
1680,19,34,56,76,80
1681,19,45,56,76,79
1682,31,47,74,78,82
1683,27,45,56,76,79
1684,19,37,56,76,79
1685,10,34,56,76,79
1686,0,37,56,76,81
1687,8,37,56,76,79
1688,8,34,56,77,80
1689,31,47,74,78,82
1690,27,45,56,76,79
1691,18,32,56,76,79
1692,6,32,56,76,79
1693,27,37,56,76,79
1694,23,37,56,76,81
1695,31,47,74,78,82
1696,9,42,56,76,81
1697,24,32,56,76,79
1698,31,47,74,78,82
1699,23,45,56,76,81
1700,10,36,56,76,79
1701,27,40,56,76,79
1702,27,37,56,76,81
1703,27,32,56,76,79
1704,0,37,56,76,79
1705,24,34,56,76,79
1706,21,45,56,76,80
1707,21,34,56,77,81
1708,24,42,49,76,79
1709,29,42,56,76,80
1710,31,47,74,78,82
1711,29,34,57,76,81
1712,14,37,56,76,80
1713,10,37,56,76,79
1714,31,47,74,78,82
1715,31,47,74,78,82
1716,27,37,56,76,81
1717,0,34,56,77,79
1718,27,32,56,76,81
1719,27,42,56,76,79
1720,0,32,56,76,81
1721,24,45,56,76,79
1722,24,45,56,76,81
1723,29,37,56,77,79
1724,31,47,74,78,82
1725,17,37,56,76,79
1726,20,41,56,76,79
1727,31,47,74,78,82
1728,14,34,56,77,79
1729,31,47,74,78,82
1730,3,34,56,76,80
1731,0,43,56,76,79
1732,31,47,74,78,82
1733,21,37,56,76,80
1734,21,32,56,76,79
1735,15,34,56,76,81
1736,31,47,74,78,82
1737,17,34,56,76,80
1738,27,37,56,76,79
1739,31,47,74,78,82
1740,24,37,56,76,81
1741,15,34,56,76,81
1742,27,42,56,77,79
1743,27,32,56,76,81
1744,25,37,56,76,81
1745,29,41,56,76,81
1746,31,47,74,78,82
1747,19,37,56,76,80
1748,31,47,74,78,82
1749,6,34,56,76,79
1750,31,47,74,78,82
1751,18,45,56,76,79
1752,23,40,55,76,80
1753,1,42,57,76,79
1754,10,37,56,76,80
1755,12,32,56,76,79
1756,12,34,56,76,81
1757,23,42,56,76,81
1758,6,42,56,76,79
1759,12,34,56,77,79
1760,27,36,56,76,81
1761,8,41,56,76,79
1762,21,37,56,76,79
1763,31,47,74,78,82
1764,20,42,56,77,81
1765,17,45,56,76,81
1766,0,32,56,76,79
1767,26,42,56,76,79
1768,5,40,56,76,79
1769,8,37,56,76,81
1770,21,32,56,76,79
1771,21,34,56,77,79
1772,31,47,74,78,82
1773,0,45,56,76,79
1774,8,32,56,76,81
1775,21,34,56,77,79
1776,0,36,56,76,79
1777,21,34,56,76,80
1778,31,47,74,78,82
1779,31,47,74,78,82
1780,14,37,56,76,80
1781,21,41,56,76,79
1782,1,37,56,77,79
1783,16,37,56,76,81
1784,12,37,56,76,79
1785,19,37,56,76,80
1786,18,37,56,76,79
1787,14,40,56,76,79
1788,18,37,56,76,79
1789,27,45,56,76,79
1790,29,37,56,76,80
1791,22,45,56,76,81
1792,19,41,56,76,79
1793,27,32,56,76,79
1794,18,41,56,76,80
1795,31,47,74,78,82
1796,0,32,56,76,79
1797,1,42,56,76,79
1798,14,41,56,76,79
1799,9,45,56,76,79
1800,26,37,56,77,79
1801,24,36,56,76,79
1802,5,34,56,76,81
1803,9,37,56,76,79
1804,14,42,56,76,81
1805,27,42,58,76,81
1806,20,34,56,76,79
1807,10,34,50,76,79
1808,23,37,56,76,80
1809,31,47,74,78,82
1810,22,34,56,76,79
1811,6,45,56,76,81
1812,21,41,56,76,79
1813,10,34,56,76,80
1814,31,47,74,78,82
1815,17,41,56,76,79
1816,31,47,74,78,82
1817,23,37,56,76,80
1818,18,37,56,76,79
1819,31,47,74,78,82
1820,31,47,74,78,82
1821,21,41,56,76,79
1822,20,45,56,76,81
1823,10,45,56,76,79
1824,31,47,74,78,82
1825,14,45,56,76,79
1826,19,42,56,76,81
1827,10,42,56,76,81
1828,27,45,56,76,79
1829,31,47,74,78,82
1830,29,32,56,76,79
1831,10,34,56,76,80
1832,31,47,74,78,82
1833,17,34,56,76,79
1834,21,34,56,77,79
1835,6,37,56,76,79
1836,23,42,57,76,79
1837,23,37,57,76,81
1838,26,41,56,76,79
1839,21,37,56,76,79
1840,9,34,56,76,79
1841,14,45,56,76,79
1842,27,32,56,76,81
1843,11,40,56,76,79
1844,3,37,57,76,81
1845,22,41,56,76,79
1846,15,36,56,76,80
1847,1,42,56,76,79
1848,15,32,75,76,80
1849,19,37,56,76,79
1850,29,37,54,76,81
1851,27,34,56,76,81
1852,6,41,56,76,79
1853,10,34,56,76,79
1854,0,40,56,76,79
1855,11,32,56,76,80
1856,31,47,74,78,82
1857,27,37,56,76,80
1858,9,37,56,76,79
1859,31,47,74,78,82
1860,11,42,56,76,81
1861,31,47,74,78,82
1862,27,42,56,76,81
1863,4,45,56,76,79
1864,1,40,56,76,79
1865,18,37,56,76,81
1866,8,45,56,76,79
1867,6,32,56,76,79
1868,22,32,56,76,81
1869,26,37,56,76,81
1870,0,37,56,76,79
1871,0,45,56,76,79
1872,27,32,56,76,79
1873,6,36,56,76,79
1874,8,34,56,77,81
1875,0,32,56,76,79
1876,31,47,74,78,82
1877,10,32,56,76,80
1878,27,32,56,76,79
1879,27,40,56,76,79
1880,3,40,56,76,80
1881,31,47,74,78,82
1882,29,42,56,76,81
1883,17,32,56,76,79
1884,18,42,51,76,79
1885,0,37,56,76,79
1886,31,47,74,78,82
1887,29,34,56,76,79
1888,28,37,69,76,79
1889,0,45,56,77,79
1890,21,37,56,76,81
1891,29,45,56,76,79
1892,23,34,56,76,79
1893,31,47,74,78,82
1894,27,45,56,76,79
1895,11,45,56,76,81
1896,10,32,56,76,80
1897,6,36,56,76,79
1898,8,34,56,76,79
1899,31,47,74,78,82
1900,31,47,74,78,82
1901,31,47,74,78,82
1902,22,36,56,76,79
1903,31,47,74,78,82
1904,10,32,56,76,80
1905,24,42,56,76,80
1906,0,34,56,76,79
1907,3,34,56,76,79
1908,17,32,56,76,79
1909,14,32,56,76,81
1910,3,45,56,76,79
1911,31,47,74,78,82
1912,24,34,56,76,79
1913,30,37,56,77,79
1914,27,45,56,76,79
1915,25,37,56,76,80
1916,6,34,56,76,81
1917,31,47,74,78,82
1918,23,45,56,76,79
1919,17,37,56,76,79
1920,21,32,56,76,79
1921,26,32,56,76,81
1922,27,41,56,76,79
1923,21,34,56,76,81
1924,23,32,56,76,79
1925,21,37,56,77,80
1926,12,34,56,76,81
1927,19,34,56,76,81
1928,8,37,56,76,81
1929,3,37,56,76,79
1930,21,37,56,76,79
1931,19,45,56,76,79
1932,0,45,56,76,81
1933,18,32,54,76,79
1934,3,34,56,77,79
1935,27,34,56,76,81
1936,1,36,56,76,79
1937,31,47,74,78,82
1938,6,37,56,76,79
1939,27,37,56,76,79
1940,0,37,56,76,79
1941,30,32,56,76,79
1942,9,34,56,76,79
1943,6,32,56,76,81
1944,29,37,56,76,80
1945,31,47,74,78,82
1946,31,47,74,78,82
1947,19,34,56,76,81
1948,21,34,56,76,79
1949,14,42,56,77,79
1950,20,32,56,76,80
1951,22,34,56,77,81
1952,23,37,56,76,79
1953,1,34,56,76,80
1954,27,34,56,76,81
1955,27,34,56,76,80
1956,0,36,56,76,79
1957,26,34,56,77,81
1958,11,41,56,76,81
1959,17,34,56,76,80
1960,15,32,56,76,81
1961,31,47,74,78,82
1962,0,37,56,76,79
1963,27,45,57,76,79
1964,8,37,56,76,79
1965,27,45,56,76,81
1966,10,32,56,76,79
1967,21,34,56,77,81
1968,21,40,56,77,80
1969,21,34,56,76,81
1970,27,37,56,76,79
1971,10,45,56,76,79
1972,6,41,56,76,81
1973,31,47,74,78,82
1974,17,36,56,76,81
1975,14,37,56,77,81
1976,23,37,56,76,81
1977,8,41,56,76,79
1978,22,41,56,76,79
1979,27,32,56,76,79
1980,21,37,57,76,79
1981,27,40,57,76,79
1982,0,37,56,76,79
1983,10,41,56,76,81
1984,3,34,56,76,79
1985,8,40,56,76,79
1986,31,47,74,78,82
1987,3,37,56,76,79
1988,31,47,74,78,82
1989,0,37,56,77,81
1990,3,34,56,76,81
1991,25,45,56,76,79
1992,0,32,56,76,80
1993,4,32,56,76,79
1994,24,37,56,76,80
1995,28,34,56,76,80
1996,19,34,56,76,79
1997,10,37,56,76,81
1998,31,47,74,78,82
1999,11,45,56,76,80
2000,9,37,56,76,79
2001,6,37,56,76,79
2002,9,42,56,76,79
2003,10,32,56,76,79
2004,21,36,56,76,79
2005,27,34,56,76,79
2006,13,32,56,76,79
2007,3,45,56,76,81
2008,12,37,56,76,79
2009,19,37,56,76,79
2010,27,37,56,76,80
2011,27,34,56,77,79
2012,26,36,56,76,79
2013,9,42,56,76,79
2014,31,47,74,78,82
2015,10,42,56,76,79
2016,27,42,56,76,81
2017,3,34,56,77,79
2018,31,47,74,78,82
2019,17,37,56,77,79
2020,31,47,74,78,82
2021,3,34,56,76,79
2022,27,32,56,76,79
2023,31,47,74,78,82
2024,23,45,56,76,80
2025,8,32,56,76,81
2026,23,45,56,76,79
2027,27,45,56,76,80
2028,30,37,56,76,79
2029,10,32,56,76,81
2030,24,32,56,76,79
2031,17,37,56,76,79
2032,26,32,56,76,81
2033,27,32,56,76,79
2034,27,34,56,76,81
2035,21,32,56,76,79
2036,0,42,56,76,79
2037,31,47,74,78,82
2038,31,47,74,78,82
2039,27,34,56,76,81
2040,25,45,56,76,81
2041,8,41,56,76,79
2042,10,41,56,76,79
2043,27,37,56,77,79
2044,3,34,56,76,79
2045,11,40,56,76,81
2046,3,32,56,77,79
2047,0,41,56,76,79
2048,8,42,56,77,79
2049,18,37,56,76,81
2050,11,37,57,76,80
2051,27,32,56,76,81
2052,3,42,56,76,81
2053,27,42,56,76,79
2054,10,32,56,76,79
2055,31,47,74,78,82
2056,27,45,56,76,80
2057,28,45,56,76,79
2058,15,42,56,76,79
2059,10,34,56,76,79
2060,21,32,56,76,79
2061,31,47,74,78,82
2062,12,32,56,76,79
2063,27,32,56,76,81
2064,19,34,56,76,80
2065,9,34,56,76,79
2066,4,45,56,76,79
2067,3,32,56,76,81
2068,10,45,56,76,79
2069,19,34,56,76,79
2070,0,32,56,76,79
2071,27,37,56,76,79
2072,31,47,74,78,82
2073,20,36,56,76,79
2074,31,47,74,78,82
2075,4,34,56,76,79
2076,27,34,56,76,79
2077,19,40,56,76,79
2078,15,32,56,76,81
2079,23,45,58,76,79
2080,19,37,56,76,79
2081,14,42,56,76,79
2082,0,32,56,76,81
2083,14,37,56,76,79
2084,31,47,74,78,82
2085,9,37,56,76,79
2086,1,37,56,76,79
2087,3,37,56,76,79
2088,25,37,56,76,80
2089,9,42,56,76,79
2090,27,42,56,76,79
2091,6,32,56,76,79
2092,31,47,74,78,82
2093,20,34,56,76,81
2094,5,41,56,76,79
2095,10,34,56,76,79
2096,27,41,56,76,79
2097,25,45,56,76,79
2098,27,32,56,76,81
2099,5,34,56,76,79
2100,10,32,56,76,81
2101,4,34,56,77,81
2102,15,37,56,76,81
2103,31,47,74,78,82
2104,27,34,56,76,79
2105,14,32,56,76,79
2106,8,45,56,76,81
2107,15,34,56,76,80
2108,0,32,56,76,79
2109,18,42,65,76,81
2110,3,34,56,77,81
2111,25,42,56,76,79
2112,19,36,56,76,79
2113,1,37,56,76,79
2114,0,37,56,77,81
2115,19,41,56,76,79
2116,15,36,56,76,79
2117,5,36,56,76,79
2118,4,37,56,76,81
2119,0,41,56,76,79
2120,21,34,56,76,81
2121,3,36,56,76,79
2122,22,36,56,76,79
2123,10,42,56,76,80
2124,0,37,56,76,81
2125,27,37,56,76,79
2126,1,37,56,76,80
2127,14,32,56,76,79
2128,23,32,62,76,81
2129,14,37,56,76,79
2130,10,34,56,76,80
2131,29,32,56,76,79
2132,8,32,56,76,79
2133,4,32,56,76,81
2134,10,45,56,76,80
2135,27,34,56,76,79
2136,17,45,56,76,79
2137,23,42,56,76,80
2138,28,40,56,76,81
2139,31,47,74,78,82
2140,1,32,56,76,79
2141,10,37,56,76,79
2142,28,37,56,76,81
2143,31,47,74,78,82
2144,31,47,74,78,82
2145,8,32,56,76,79
2146,18,34,56,76,81
2147,19,32,56,76,79
2148,27,37,56,76,79
2149,3,37,56,76,81
2150,27,34,56,77,79
2151,31,47,74,78,82
2152,27,37,56,76,79
2153,29,32,56,76,79
2154,29,37,56,76,81
2155,14,37,57,76,80
2156,30,45,62,76,81
2157,10,37,56,76,81
2158,30,34,64,76,79
2159,21,42,56,76,79
2160,3,41,56,76,79
2161,0,37,56,76,79
2162,14,37,56,76,81
2163,31,47,74,78,82
2164,20,36,56,76,79
2165,29,37,56,76,79
2166,8,32,56,76,81
2167,31,47,74,78,82
2168,27,42,56,76,79
2169,5,34,56,76,79
2170,6,34,56,76,79
2171,26,45,56,76,81
2172,27,37,56,76,79
2173,21,37,56,76,79
2174,19,37,56,76,79
2175,20,34,56,76,79
2176,12,40,56,76,80
2177,18,42,59,76,79
2178,27,37,56,76,80
2179,27,40,56,76,80
2180,29,37,56,76,80
2181,9,45,56,76,79
2182,26,37,56,76,80
2183,17,34,73,76,79
2184,14,37,56,76,79
2185,0,34,56,76,81
2186,27,42,56,76,81
2187,18,37,56,76,80
2188,21,34,56,76,80
2189,31,47,74,78,82
2190,31,47,74,78,82
2191,30,45,56,76,79
2192,10,32,56,76,79
2193,10,37,57,76,81
2194,29,37,57,76,79
2195,31,47,74,78,82
2196,14,37,56,76,79
2197,0,41,56,76,79
2198,9,34,56,76,81
2199,15,42,56,76,81
2200,8,37,56,76,79
2201,9,34,56,76,81
2202,24,42,56,76,80
2203,27,40,56,76,81
2204,27,34,56,77,79
2205,17,42,56,76,81
2206,1,32,56,76,79
2207,11,34,56,76,80
2208,14,45,56,76,79
2209,3,36,56,76,79
2210,24,37,56,76,81
2211,20,37,56,76,81
2212,14,37,56,76,80
2213,11,34,56,76,81
2214,21,42,56,76,79
2215,18,42,56,76,81
2216,14,37,56,76,80
2217,31,47,74,78,82
2218,3,34,56,76,79
2219,6,34,56,76,81
2220,12,37,56,76,80
2221,19,37,56,76,80
2222,27,45,56,76,81
2223,6,41,56,76,79
2224,18,37,61,76,81
2225,27,45,56,76,81
