business_id,stars,review_count,att1
46618,4,7,315
9798,1,5,940
36766,1,7,216
10464,3,5,320
8546,4,5,397
23855,4,7,444
41626,1,6,311
33205,3,7,767
19635,1,5,58
37499,3,7,437
38760,1,7,797
29049,3,7,744
17144,1,7,71
31896,1,7,286
16916,3,7,183
26164,0,5,533
32969,0,5,420
54,1,7,860
32658,1,6,731
7041,3,7,827
49004,3,7,680
36123,4,7,315
30019,3,7,30
16146,1,6,750
27020,1,7,464
1398,3,5,323
1468,0,5,420
34496,0,5,413
40929,3,7,413
43564,1,5,337
41529,1,7,470
27196,3,7,42
11559,3,6,30
20855,4,7,444
19712,1,6,356
34962,1,6,807
33911,1,6,71
35979,3,5,384
51237,1,5,303
37641,1,7,8
42989,1,7,578
51891,1,7,397
29670,1,5,767
39702,1,7,303
5853,1,6,337
9235,1,7,52
9878,3,7,662
40582,1,6,511
44768,1,7,77
3617,3,6,791
10910,1,7,444
24053,1,6,731
19490,3,7,731
2761,1,7,199
9039,1,5,413
24827,1,6,195
26314,1,7,385
43774,3,7,119
20165,3,7,731
33641,1,5,275
45632,1,7,478
35482,0,7,30
45607,1,6,731
4219,3,5,767
17131,1,5,827
26402,3,5,314
46399,1,7,243
13576,1,7,526
193,1,5,85
46286,3,7,303
8694,3,5,95
33779,3,7,77
29444,4,7,30
51619,1,6,315
13083,3,6,462
4275,3,7,315
41017,1,7,337
30814,1,7,750
10911,3,6,30
20280,4,5,744
41104,1,7,337
51646,1,5,542
3010,0,5,689
47802,4,7,767
51133,3,6,87
35478,3,7,744
28575,3,5,731
48915,1,6,243
22503,1,6,731
44729,1,6,29
9804,1,7,337
44259,1,6,731
18088,3,7,744
23738,4,5,273
46867,1,7,31
3697,1,6,170
18560,1,5,590
23130,1,6,269
11808,3,6,578
37329,3,5,767
2776,1,6,797
52201,3,5,11
28238,3,7,514
42853,4,7,87
14382,4,5,337
33450,1,6,731
26705,1,6,53
16889,0,6,337
22257,3,7,860
7570,0,7,731
42728,1,7,337
23395,1,6,731
26694,4,5,263
3723,1,6,850
49430,1,7,731
36030,0,5,397
30790,3,5,314
19289,3,7,539
49645,1,7,77
42312,4,7,52
8707,1,7,857
17166,2,5,66
38388,1,5,513
25029,3,7,245
7992,1,7,568
2684,1,5,689
39547,1,6,464
41125,1,7,120
33536,3,7,731
51128,4,7,903
22183,1,6,120
11508,3,7,413
8172,3,6,337
31685,0,7,303
10137,1,7,894
16182,4,7,119
26635,4,7,731
10951,4,6,29
3636,1,6,303
44223,3,7,420
2789,1,7,300
14348,1,7,195
7924,3,7,541
41899,4,7,731
6469,1,7,337
31960,1,6,731
9036,1,6,66
4213,1,6,53
28955,2,5,662
26464,3,7,337
24423,3,7,731
32368,1,7,851
8792,1,6,128
6740,3,7,768
28119,3,5,731
2316,1,7,66
11615,4,7,85
49663,1,7,767
12564,1,7,66
15918,1,5,731
18435,1,6,893
36636,1,6,269
25312,4,7,731
22686,3,6,731
30953,4,7,195
17387,2,5,685
21913,1,7,85
26121,1,7,63
12679,1,6,851
49911,3,6,578
44975,4,7,66
35601,3,5,413
39942,3,6,462
39579,1,7,731
16419,1,7,731
51001,2,5,303
2355,1,6,784
18193,3,5,649
49129,2,5,35
49472,0,7,514
45208,1,7,781
23903,2,5,608
18181,3,7,183
20493,1,5,662
23778,4,6,303
4456,3,6,170
26854,3,6,568
3327,1,6,809
3993,3,7,373
7247,1,7,119
45295,4,6,437
30288,1,7,337
18024,3,7,247
17187,1,6,731
41964,3,7,343
23141,4,7,37
41099,1,7,85
46666,1,5,420
46626,1,6,194
43397,4,7,692
44317,0,7,514
1207,1,5,514
48575,1,6,195
41958,1,6,731
43056,1,7,85
47020,1,7,731
4427,3,7,337
18642,3,5,127
24627,2,7,731
5808,3,5,55
4237,1,6,337
27681,1,7,662
32879,4,7,731
21500,3,7,541
51175,1,7,195
46378,3,7,744
19933,3,5,63
51026,3,7,918
8962,3,7,731
12887,3,7,731
11230,3,6,731
35991,3,7,337
35424,3,5,340
24473,3,5,296
29071,1,5,519
26373,2,7,731
43592,4,5,750
44671,3,5,578
4113,4,7,731
18672,4,7,337
26631,3,5,854
43673,3,7,921
7479,3,5,857
8807,1,6,337
9826,1,6,750
10803,3,7,74
45541,3,5,85
21183,1,5,368
50575,3,5,744
22596,3,5,731
31807,1,6,119
36709,1,6,230
46054,3,7,315
20543,1,7,578
6948,3,6,731
13878,3,7,314
36751,1,7,836
49502,4,7,70
42169,1,6,903
40802,3,7,337
32686,3,6,119
43928,3,7,731
43641,1,5,637
6802,3,5,590
29912,3,7,183
49861,1,5,731
38341,1,7,541
39191,1,7,731
17382,3,7,700
11221,4,7,315
35821,3,7,883
44909,1,6,437
13692,3,6,444
9854,3,5,85
6834,1,6,315
8272,1,7,85
2386,1,7,731
47534,1,7,513
30574,1,6,744
1877,3,7,662
29604,4,5,857
8454,0,5,385
22689,1,5,281
11627,3,7,731
42350,1,7,515
48116,3,7,397
47363,1,6,851
9778,3,7,413
13180,4,6,437
34328,1,7,731
26986,3,6,731
40275,4,7,744
33059,1,6,77
38279,3,5,619
41170,4,5,66
25027,1,7,731
4091,1,7,797
29388,3,7,243
24421,0,5,420
13656,3,5,303
42246,4,6,803
9445,1,6,249
40050,2,5,514
7632,3,7,30
45744,3,7,85
44952,1,7,269
40711,3,5,195
36268,3,6,254
37876,1,5,513
41299,1,7,133
41787,1,7,325
42654,3,5,397
2250,0,5,514
1542,1,7,731
19125,1,5,527
45824,1,5,854
17068,1,5,857
27966,1,7,11
19466,1,6,731
2221,4,5,416
24713,3,6,77
34635,3,5,66
32730,3,7,119
28878,3,7,177
12037,1,7,87
41426,0,7,66
38849,3,7,29
43431,4,7,940
27216,4,7,195
23555,2,7,314
38667,3,7,750
43667,1,5,767
36614,3,7,247
10379,1,6,541
30707,3,6,750
44039,3,6,30
26081,1,6,698
45167,1,6,52
20176,4,7,154
10875,1,6,337
50214,1,7,337
35760,0,7,731
6215,4,6,190
10206,3,5,568
10241,4,7,273
3791,2,5,195
11962,4,6,30
40366,4,7,391
28752,2,5,354
47344,3,7,514
32454,3,5,303
40186,1,7,859
26770,3,6,731
30415,4,7,731
40961,1,5,698
36593,1,6,340
2396,1,7,893
50965,3,5,857
51429,3,6,74
36185,4,5,245
49943,1,7,240
10288,3,7,303
25416,3,7,731
47691,2,5,910
9481,4,5,119
21041,1,7,731
6583,4,7,662
44943,1,5,195
11741,3,5,766
13382,1,5,937
33716,3,5,64
48863,3,5,85
45681,3,6,809
14806,1,7,339
41307,3,7,52
35969,3,7,651
6547,3,7,119
10447,3,6,303
34847,1,7,444
27731,1,7,731
42091,1,7,797
18399,4,5,315
38113,3,7,337
37819,1,7,337
33213,0,5,281
3455,1,7,85
50769,4,7,437
404,3,7,195
25041,0,5,383
51190,0,5,270
35185,1,6,148
50864,0,5,397
5650,3,5,698
22889,4,7,337
23252,4,5,314
15549,1,5,731
13900,4,7,30
33145,1,7,85
11207,1,6,568
29816,3,7,731
37871,4,5,806
26355,4,7,437
17655,4,7,767
43219,4,7,315
42560,1,6,30
24314,1,7,11
30441,1,6,541
16137,1,7,731
14006,3,7,662
10762,1,5,216
40327,1,5,752
28891,1,5,555
23530,3,6,731
46108,4,6,564
31409,3,5,647
44566,1,6,767
15635,1,5,85
7972,1,7,744
6097,1,6,538
20889,1,6,190
10004,4,7,578
38053,1,7,119
34190,3,6,77
31269,1,7,797
32410,3,7,547
35761,4,6,52
3735,3,5,767
7050,1,6,29
1267,3,7,850
1363,3,7,403
37326,1,5,327
2150,1,7,420
4496,1,7,77
7119,1,6,52
7638,1,5,442
50552,3,7,646
32363,3,6,662
20796,1,5,436
26495,3,6,128
3218,1,6,851
783,1,6,372
20856,0,5,514
29933,4,7,831
45191,3,6,444
25095,3,6,834
29462,3,7,731
47904,4,7,887
2830,1,6,303
34736,1,6,662
6231,0,7,471
16198,1,7,470
9801,3,5,514
4303,1,5,314
24748,1,7,216
36659,4,7,767
38286,2,7,391
49829,2,6,662
4489,0,5,488
5744,2,7,731
14356,1,7,64
21042,4,5,391
1036,1,6,731
41278,3,5,52
22597,0,5,861
51141,3,6,315
29802,3,7,34
16535,4,5,413
175,4,5,742
46633,3,7,240
20627,1,7,29
4659,3,5,246
33849,3,5,731
29562,4,5,320
47710,1,6,29
15271,4,5,177
28386,1,6,731
13680,3,7,662
50711,1,7,928
47075,3,6,541
49677,1,6,337
13527,2,5,397
33976,3,7,568
29487,1,6,483
18473,1,7,337
39071,0,7,171
14598,1,7,731
4835,3,7,578
35,1,6,337
8115,3,6,305
44474,1,7,243
20351,1,6,731
518,0,6,109
32282,1,6,731
31298,3,6,30
42570,3,5,273
5920,1,5,397
44705,3,6,742
51518,1,5,731
35910,1,7,177
1304,3,5,35
29023,1,7,646
36974,3,7,66
7008,3,7,744
27163,1,6,337
21964,1,7,373
51404,1,7,750
34099,1,6,462
18060,3,7,311
27624,3,5,781
36773,4,5,731
30700,0,5,624
9030,3,7,899
18861,3,7,464
39313,0,7,646
22806,3,6,303
29854,1,6,750
21851,1,5,11
19214,1,7,444
9834,1,6,30
20934,1,7,819
7646,1,7,337
2364,4,5,183
19629,1,7,71
30807,1,7,797
34235,1,6,128
45064,1,7,731
22827,1,7,700
31296,4,7,731
9251,3,7,731
11601,3,5,66
48401,0,7,744
26750,4,6,29
41411,4,5,397
3387,3,6,731
25190,4,5,772
23818,1,7,464
39474,3,7,446
12010,1,6,385
2545,4,5,731
27898,4,7,731
39790,1,7,651
24687,3,5,214
45171,1,6,731
27028,1,5,101
34755,1,6,578
8197,3,6,578
41395,3,5,369
41700,4,7,85
43882,4,7,128
42944,3,6,568
46208,1,5,540
12793,4,6,648
30724,3,5,731
34205,2,7,269
45243,1,5,578
14845,1,7,464
355,1,6,66
20349,1,7,95
45153,3,7,767
24708,4,7,731
27260,0,6,514
12844,3,7,303
18474,1,6,337
7528,4,7,767
39395,1,6,337
36572,1,5,568
26720,1,6,337
7737,4,5,731
20642,0,5,194
36907,1,5,738
31844,1,6,249
14688,3,7,157
42299,4,7,128
840,4,7,128
48249,1,6,731
24394,3,7,731
47760,1,7,30
42954,1,7,568
4605,3,7,66
15694,1,7,731
37156,1,7,249
6864,3,6,77
41715,1,7,11
130,3,5,731
27208,1,5,731
21510,3,7,119
9467,0,7,797
38911,3,6,819
12076,4,7,767
5489,1,7,517
7880,1,7,437
52106,1,5,274
36367,3,5,662
46293,3,7,731
25229,4,7,731
38432,4,5,263
48978,1,5,45
9502,1,6,689
8730,1,7,564
44869,1,7,515
28383,1,7,53
41314,3,7,127
44304,1,6,744
33524,1,7,731
25647,3,6,700
5800,4,5,354
40949,3,6,731
1700,3,7,183
43913,3,6,541
43890,4,5,176
25952,1,7,782
41982,1,7,189
6091,4,7,731
16536,3,5,470
36056,4,7,850
31400,1,6,731
14742,4,7,128
45611,1,5,335
15631,3,7,170
31165,1,5,337
9885,3,7,123
22376,1,7,52
44099,1,7,648
34880,3,7,388
32137,3,5,397
51156,3,6,85
2300,1,7,545
24033,3,7,731
31273,3,7,85
33820,1,6,52
4748,3,6,258
36213,2,5,241
14661,3,7,337
18036,4,7,128
2203,1,7,857
38090,1,5,337
36226,1,7,372
25836,4,6,731
17660,3,7,70
21771,3,7,582
33134,1,7,120
34127,3,7,53
32644,3,5,590
16887,3,7,731
51797,2,6,689
7180,1,7,658
14678,3,7,731
40903,4,5,767
15107,1,5,263
21669,1,7,266
19330,2,5,731
43762,0,7,75
26673,3,7,413
2180,3,6,249
16637,3,5,187
9086,0,5,854
39741,1,6,514
21881,1,5,578
35297,3,7,731
39557,1,7,731
50534,3,7,851
32003,4,5,744
9683,1,5,237
7159,3,5,303
44941,3,7,29
43937,1,7,337
26134,3,7,183
38850,1,7,85
40771,4,7,337
49272,1,7,397
41036,3,7,85
40991,1,7,96
11513,3,6,791
27744,1,6,462
24432,3,6,464
12236,1,5,337
33025,1,7,337
37766,4,7,462
38853,1,7,462
26159,4,7,246
9116,3,6,128
33105,1,7,731
8906,1,7,52
1307,3,7,303
46202,3,6,119
35053,3,6,52
52073,4,7,744
27296,4,7,764
6042,3,5,468
4743,1,7,52
34007,1,7,52
30221,3,6,183
42235,1,5,788
41098,1,5,767
23398,1,7,337
29297,1,7,122
49158,3,7,30
50087,0,5,397
20118,1,7,258
24958,1,6,819
40853,4,6,77
37284,4,7,335
22513,1,7,797
51897,3,7,834
12044,1,6,819
2553,3,7,85
51579,4,7,373
41285,3,7,744
51018,1,6,384
13646,1,7,119
8608,3,5,731
47711,3,7,937
11129,1,7,71
34106,3,7,614
40259,3,6,870
5716,3,6,731
15411,1,6,128
47779,2,7,195
517,1,7,526
6975,3,6,809
40796,1,7,360
38317,1,7,731
28919,4,7,731
21872,0,7,66
43515,1,5,444
48508,1,7,66
2223,1,6,315
535,4,5,883
34315,1,7,522
40176,1,6,819
13939,1,5,52
6922,1,5,246
16623,1,7,514
931,4,7,128
12254,1,7,394
25070,1,6,436
51010,3,5,337
16946,0,7,767
13817,3,5,767
18439,1,5,715
11516,0,7,303
1269,4,5,73
40647,3,6,119
51,1,6,731
15176,3,6,731
20933,1,7,669
23400,3,7,124
48305,3,7,462
19871,3,5,750
23943,3,7,731
5491,3,6,894
42269,1,6,860
19702,3,6,183
10859,3,7,246
28438,3,7,66
25247,1,5,742
3310,1,6,744
30539,1,6,784
20362,1,7,386
39232,1,6,183
12671,3,6,742
33026,3,5,731
31782,1,7,71
16179,1,6,337
37430,1,7,52
32903,3,6,89
15230,1,7,337
36112,1,6,303
14197,1,6,337
1890,3,7,183
29339,1,7,731
9827,3,5,420
26414,1,5,527
19647,1,6,781
19617,3,7,337
24895,3,6,578
44532,3,5,921
10424,1,7,561
7858,1,6,744
838,1,7,403
50316,3,7,66
5519,0,5,85
38439,1,7,337
20566,1,6,860
42087,1,5,183
16085,1,7,731
33704,1,7,315
48029,4,5,619
26850,3,7,918
15991,1,6,731
19208,4,5,85
46065,1,5,64
38428,3,5,30
141,2,7,662
40664,1,7,195
42851,4,7,195
24154,4,7,391
37122,3,6,750
42604,1,5,119
1935,2,5,531
8241,1,5,263
38981,3,6,731
33703,1,7,651
1472,1,5,120
49078,3,7,337
11298,3,7,77
32407,0,7,337
13780,3,6,77
20148,3,7,337
49269,1,7,731
29639,1,5,548
5906,3,6,731
33866,3,7,513
24937,1,6,731
39988,1,6,140
470,1,7,108
27246,0,6,249
42962,1,7,337
8381,1,6,578
35167,4,6,30
28076,4,6,541
51483,1,7,767
6110,1,5,373
10896,0,5,894
39298,1,7,918
19480,1,6,337
45193,1,7,77
48569,1,7,643
29301,1,6,894
32296,1,6,303
13214,3,7,448
28420,3,7,459
32409,1,7,195
19357,1,6,851
12757,1,7,195
1037,3,6,662
30302,4,5,351
10648,3,7,731
3894,1,6,77
24440,3,7,437
3607,3,7,731
51405,1,6,300
9433,3,7,568
46903,1,5,715
48636,4,7,66
50550,3,6,731
32073,1,6,119
20489,4,7,70
28112,2,6,731
47443,1,6,797
40377,3,7,708
42760,0,5,420
167,1,5,87
17961,3,5,700
21915,0,5,85
10619,1,7,767
40507,4,5,731
36438,1,5,85
25976,3,7,337
49313,4,5,802
41841,0,7,22
38181,0,5,731
5720,1,6,810
45847,3,6,303
36366,4,5,211
37565,3,7,301
26519,3,6,750
5723,3,7,462
43052,4,7,251
24018,1,6,195
22587,1,7,731
39250,1,6,470
30926,1,6,85
45951,3,5,767
9479,1,7,731
41608,1,6,337
31687,1,5,385
22852,1,6,731
3787,4,6,246
712,1,7,125
47811,3,5,744
25304,1,6,194
28738,1,7,349
47712,0,5,337
6137,1,6,731
44164,4,7,175
15914,1,6,731
31723,4,5,514
16589,1,7,662
41938,3,5,87
21547,3,6,932
9559,1,7,541
51017,0,5,514
10544,4,5,385
11643,3,7,731
3224,3,7,169
14831,3,7,53
44837,1,5,767
18742,1,7,514
47704,1,7,8
6532,1,7,731
25749,0,7,932
23353,3,6,52
41340,3,6,466
42268,3,6,462
14977,3,7,731
29737,3,7,662
37029,3,5,797
51490,3,6,731
867,1,6,731
19961,3,7,64
1751,1,6,71
4363,1,5,614
40561,1,7,128
41822,1,7,598
26625,3,5,767
41185,1,5,71
35818,3,7,657
174,4,7,767
30422,1,6,462
48657,4,7,731
47187,1,7,863
31133,0,7,46
42219,3,7,74
49865,1,5,337
12948,1,5,311
42873,1,6,819
22817,3,5,767
9738,3,5,397
43070,1,5,568
33708,3,6,413
188,4,7,190
52172,1,6,731
19175,3,5,437
49715,0,5,541
5641,1,7,731
26654,1,6,444
45048,1,7,128
1297,1,7,177
15534,4,7,767
41917,4,5,256
2523,1,5,175
28240,1,7,190
8342,1,7,85
43513,1,7,643
47990,1,5,496
18814,2,7,177
25894,1,7,797
36958,1,7,526
15496,3,7,731
24426,3,7,444
17682,1,7,918
23869,0,7,878
10720,1,6,303
21551,4,7,108
40829,1,6,742
24281,3,7,731
33982,1,7,578
17304,1,7,470
16444,0,7,731
40167,3,7,462
43055,1,6,541
25433,1,7,651
24578,1,7,590
20016,4,7,337
18388,3,7,731
34752,1,5,646
9224,1,7,578
21100,3,7,337
6872,1,5,145
30654,3,5,337
37742,0,5,327
21110,3,7,123
8400,3,7,731
39003,4,7,764
47085,3,7,731
12699,0,7,77
51837,1,6,243
32975,1,7,731
18262,3,6,52
34886,1,5,183
2297,0,7,444
12157,0,7,108
362,4,5,11
31955,2,5,731
13919,3,6,731
45757,2,5,315
11832,1,5,731
37484,3,6,616
44499,1,7,514
23741,1,7,337
38610,3,7,526
4176,1,7,810
10257,1,7,77
47243,3,7,337
2790,3,6,77
47921,4,7,767
42966,1,7,806
24287,1,6,578
30976,1,5,87
42092,0,5,767
5929,4,6,315
24545,1,7,384
40594,3,5,582
961,4,7,126
44610,1,6,140
50213,3,6,903
2907,1,5,119
50365,4,6,436
25007,4,5,303
47099,3,5,337
2423,1,7,66
16787,4,5,246
19399,3,7,63
23942,3,7,731
12473,1,6,85
47651,3,6,731
13172,4,7,767
18840,3,5,314
46533,1,6,731
15273,3,5,177
40933,1,7,767
11866,3,7,731
2840,1,6,731
19954,1,6,803
35695,4,7,897
9637,1,6,700
22317,1,7,46
17910,1,6,731
45989,2,7,315
6980,3,5,184
2435,1,6,541
11882,1,7,436
35705,3,5,495
44778,1,6,74
18705,1,6,269
23623,3,5,630
4131,1,6,750
42086,1,7,731
50364,1,7,624
36697,1,7,190
26860,3,5,391
17572,4,7,731
20559,0,7,66
20822,1,6,87
39676,4,7,337
4888,4,7,315
37850,1,6,731
3421,1,5,413
16876,3,6,437
30913,2,7,315
4233,1,6,462
5018,3,7,938
50886,1,7,208
23163,3,7,767
31655,1,5,109
36306,1,7,377
25310,1,7,249
28296,0,5,587
6205,1,7,590
37772,4,5,310
27381,1,6,731
22966,4,5,731
44679,1,7,731
24599,1,7,731
20773,1,7,767
24266,1,7,85
7490,3,7,337
37493,3,6,541
36188,1,7,337
42278,3,6,77
15644,1,7,29
546,1,7,29
15366,4,5,315
27704,4,5,486
34973,3,7,731
22804,1,6,68
51795,4,7,731
38780,3,6,731
8321,0,5,731
19240,1,7,337
26018,4,6,857
28725,3,7,897
46022,3,6,30
35777,4,6,792
35429,1,6,337
14525,1,5,420
41788,1,6,337
15848,3,7,669
38942,1,7,337
38430,1,7,767
11713,1,6,742
12243,3,6,568
1211,1,6,464
17891,4,5,731
27829,1,7,11
44931,0,5,731
8009,4,7,857
22916,1,5,568
30010,1,5,315
5668,4,5,351
14293,1,5,275
40850,1,7,335
900,3,7,175
42608,1,5,85
8112,3,5,305
22820,1,6,731
30766,3,7,578
6224,1,7,731
13959,4,7,514
14654,4,5,320
8603,3,6,578
13156,4,7,857
46715,1,7,413
20011,1,5,436
22727,1,6,731
43704,3,7,731
40315,1,7,337
23173,0,7,651
22193,3,5,662
38569,1,6,337
25608,1,7,568
27809,3,6,464
16904,1,7,29
38009,1,6,337
25835,3,5,337
30102,3,6,337
23396,0,7,337
11575,1,6,74
49512,4,5,731
16488,3,5,314
8800,3,7,77
51850,1,7,731
44387,1,6,731
49241,1,7,797
8478,1,6,495
41366,4,7,731
49176,1,6,74
27851,1,6,183
10321,1,7,731
20018,4,5,731
48067,3,7,700
13694,1,6,446
39094,3,7,767
50570,3,5,624
14783,4,7,750
51188,1,7,51
49316,3,6,568
11772,1,7,397
13661,1,7,71
7665,4,7,337
48273,3,5,126
3981,1,6,513
5345,4,5,269
38936,1,6,337
28283,3,7,885
47701,0,5,438
5291,1,7,341
1844,3,5,732
21906,4,5,314
11948,1,7,384
45742,1,6,568
39283,3,6,819
48961,4,5,767
36891,1,6,337
42344,3,5,806
3265,1,7,183
32174,3,7,744
48207,3,7,464
10144,1,7,314
44897,1,6,437
20801,3,5,436
48283,1,7,119
34769,1,7,698
47082,1,7,568
38830,3,7,767
26099,1,6,541
30757,1,7,620
23636,4,5,662
23480,1,6,731
29270,3,5,66
22181,1,6,578
33830,1,5,731
44589,3,6,163
36009,4,5,555
2710,1,5,337
45098,1,7,384
29188,1,6,744
21778,3,7,74
20741,4,7,883
16941,1,7,519
46447,0,5,64
21177,4,7,315
46028,3,7,731
29694,1,6,731
21464,1,7,183
877,3,7,337
1552,4,5,320
29925,1,7,469
21880,3,6,578
48042,1,7,85
17634,4,5,310
26400,3,7,731
16531,3,6,87
50756,1,7,88
11715,3,7,29
19638,1,6,731
11735,4,7,128
5949,1,5,437
41095,3,7,269
12521,1,7,464
25580,4,5,662
38367,1,5,263
42417,4,7,681
4161,4,6,303
13834,1,7,538
52076,1,6,731
40051,1,5,420
40001,1,7,669
2794,1,5,513
14788,4,7,337
2164,0,5,281
12917,1,5,337
51116,3,7,744
46754,3,7,163
4388,1,6,303
280,2,7,716
36334,3,6,731
49300,1,5,698
14383,1,5,767
29371,1,7,123
41031,4,5,731
48503,1,7,731
37351,1,7,666
18811,1,6,731
24579,1,7,731
29783,4,6,254
41312,3,5,731
42279,3,5,767
33146,3,6,731
24496,1,5,66
31072,1,7,337
15443,1,7,85
23652,1,6,731
42406,3,7,235
32371,1,6,568
34556,3,5,397
13755,4,7,731
20270,1,7,337
39358,1,6,254
19842,3,7,731
29009,4,7,854
9945,1,7,196
15224,3,7,240
38775,1,7,119
17172,3,5,360
37376,1,6,731
24458,1,6,119
50909,1,7,303
16176,1,6,731
29483,1,7,156
26843,3,7,30
15102,1,6,30
46393,1,7,176
24212,4,6,169
16728,1,7,120
22710,2,5,450
2215,1,7,337
11964,1,5,66
39556,1,5,731
5976,3,7,314
28549,0,7,296
9825,1,7,731
30485,3,7,303
50339,3,5,207
39072,0,5,587
18012,3,7,731
30483,3,5,177
9700,0,7,385
12509,4,7,433
39336,1,7,68
7934,1,7,190
7812,1,5,77
9037,0,5,719
20125,1,7,8
41502,3,6,202
17396,1,6,202
44312,4,7,731
12816,1,5,533
22226,1,6,52
44751,1,5,245
42046,4,5,128
2579,3,7,538
5059,3,7,66
37669,3,5,540
19632,3,7,576
49917,1,6,128
36360,1,5,392
50025,3,7,30
12100,3,5,385
1616,1,6,145
11605,0,5,85
3245,0,5,109
5322,1,7,230
47938,1,6,140
5908,1,6,852
19365,3,6,887
15272,1,7,119
37632,4,7,223
49817,1,5,767
28080,2,7,514
10095,4,7,568
5724,1,6,119
40934,1,6,190
42213,3,6,731
20793,4,5,385
15807,3,7,731
12672,3,7,731
15989,3,7,897
8612,1,7,731
41265,3,6,538
29635,1,5,420
23183,0,5,767
16052,1,5,900
50201,1,5,620
32234,1,5,215
19592,4,7,437
32831,3,6,462
21867,3,5,764
40408,3,5,731
15217,1,6,897
32448,1,6,85
6293,3,7,70
18920,3,7,731
14032,1,6,66
894,1,6,731
25206,3,6,74
50433,3,7,932
39898,3,7,460
40118,0,6,66
33504,4,5,183
21826,1,6,731
18936,1,5,533
2811,3,7,854
14822,1,7,819
2473,3,7,698
32160,1,7,77
28191,3,6,243
8928,3,6,731
27366,1,6,462
33547,4,7,70
42992,1,6,731
18260,0,7,595
1630,3,6,744
7690,1,6,52
19029,0,7,646
47050,4,7,183
43588,1,7,819
3451,0,5,767
33509,3,7,397
5292,2,7,514
16173,3,7,245
42140,1,6,495
49375,1,6,30
35466,1,6,744
8816,1,7,765
36724,1,6,30
3826,0,5,420
18876,1,5,767
29547,1,5,499
36550,3,5,731
44834,1,7,791
32880,2,7,471
19707,4,7,731
29399,3,7,731
50603,1,7,109
11022,4,6,30
32008,3,5,211
19936,1,6,731
18509,1,5,535
36626,3,7,373
31246,3,6,337
31728,1,7,731
1950,3,5,436
16760,4,7,303
45082,1,5,397
42330,1,6,195
1309,3,7,366
29384,2,5,767
21789,1,7,135
8267,2,7,731
31516,0,7,184
2135,4,6,431
35172,1,7,578
35862,3,6,85
34676,1,5,305
24151,1,6,337
34230,3,6,809
16763,1,7,183
17467,3,6,731
18976,3,7,533
40861,3,7,195
18007,3,7,30
16750,4,7,731
2480,1,5,731
24413,3,7,29
31172,3,6,74
34843,1,7,538
9121,4,5,337
14546,1,5,51
23456,2,5,731
20344,1,7,728
7696,1,7,433
8932,1,6,541
18739,1,7,513
23615,3,7,373
12949,1,6,334
13635,4,7,195
42056,4,7,578
31702,1,6,750
1942,3,7,662
1735,1,7,36
40912,4,5,619
21927,3,7,66
8772,3,6,30
26709,3,7,541
20393,1,6,744
32968,1,7,353
30358,1,7,462
45329,3,7,744
37912,1,5,214
50169,1,7,924
42632,1,6,202
9753,3,6,437
30925,3,6,731
14935,1,7,731
36401,1,5,437
15290,1,6,731
7508,3,7,337
44676,0,7,85
12824,1,7,31
30001,1,6,731
17281,1,6,731
6597,1,6,797
37821,1,7,867
31343,1,6,63
45155,4,5,827
20277,2,7,177
18888,4,5,128
9671,3,6,30
18000,1,6,731
41858,1,7,767
13842,3,7,744
10745,3,5,320
46264,1,5,30
37360,1,5,651
22042,3,6,183
49024,1,7,194
47565,1,5,614
35650,1,7,77
22768,0,5,651
39998,4,5,128
5443,3,7,750
44385,1,7,897
21264,1,7,713
12558,1,7,731
22082,4,7,444
13322,3,7,516
31912,0,5,535
40890,3,7,731
51070,4,7,403
28225,1,6,462
25355,1,6,731
47973,1,7,647
46288,1,7,119
27878,1,7,731
6459,1,7,11
46213,3,7,246
21296,4,5,731
9541,3,6,30
28941,1,7,568
44790,3,7,337
48030,1,5,620
40061,1,5,861
50338,1,5,742
32708,1,6,731
33424,1,7,578
52235,3,7,85
33219,3,6,731
51364,1,5,651
35852,1,5,11
52280,4,7,431
2521,1,7,731
36801,1,5,377
18613,0,7,651
438,4,7,154
1871,3,5,245
12049,4,7,303
8495,3,5,594
8183,1,5,52
16534,1,7,337
46710,3,7,420
45204,3,6,731
39994,1,5,731
47735,1,5,360
42290,1,7,437
17194,1,7,538
13288,1,6,731
16921,3,7,731
22511,1,7,249
15860,3,5,269
34266,4,5,715
18338,4,7,643
5008,3,6,731
3604,1,6,932
21976,1,7,337
34412,3,6,74
48229,4,7,541
23525,4,7,731
13508,3,6,195
46755,3,5,354
13639,0,5,397
24719,1,7,698
22437,1,5,609
33508,3,6,462
51270,1,5,731
32760,1,6,809
43435,3,7,340
11040,3,6,128
13060,1,7,29
37385,3,7,731
14559,1,5,94
36625,0,5,767
5446,1,5,413
21458,3,7,897
1795,3,7,436
50512,3,7,314
28120,3,6,337
8277,3,7,462
4738,3,6,731
42697,3,5,731
9453,1,5,578
10428,1,5,52
33307,2,5,514
10798,3,7,30
34799,4,5,909
41431,4,5,525
23333,1,7,744
29736,3,7,731
32408,4,7,128
22342,4,7,767
3997,1,6,74
27839,1,7,85
12755,1,6,819
30521,3,6,541
21566,3,7,27
51242,4,7,273
10774,1,6,77
51927,1,5,918
3545,4,7,514
22528,1,7,731
25651,3,7,437
24564,4,7,470
45531,3,5,108
51984,4,7,450
7875,3,7,767
8307,1,6,561
